chrom	start	end	name	strand	count_m	count_valid_m	percent_m
chr5	150946376	150946412	.	.	2197	4031	54.502605
chr5	151141830	151141947	.	.	2472	4371	56.55456
chr5	151241764	151241884	.	.	2187	3782	57.82655
chr5	154691718	154691766	.	.	2356	4567	51.587475
chr5	155730367	155730650	.	.	2139	4266	50.140648
chr5	156850338	156850393	.	.	3331	6403	52.022488
chr5	156850410	156850471	.	.	2504	5137	48.744404
chr5	157690434	157690509	.	.	2917	4942	59.024685
chr5	157690551	157690599	.	.	1996	3997	49.937454
chr5	157690695	157690740	.	.	1964	3492	56.24284
chr5	159021708	159021833	.	.	1620	3432	47.202797
chr5	159452844	159452970	.	.	2112	3862	54.68669
chr5	163415724	163415873	.	.	2398	4341	55.240726
chr5	167081792	167082025	.	.	2171	3762	57.708664
chr5	167614598	167614948	.	.	2047	3452	59.298958
chr5	167902557	167902771	.	.	2382	4384	54.333942
chr5	168409777	168409924	.	.	2822	5462	51.666058
chr5	169874473	169874658	.	.	2031	3606	56.322796
chr5	170277484	170277700	.	.	2123	3773	56.268223
chr5	170348359	170348512	.	.	2487	4188	59.383953
chr5	171319477	171319935	.	.	2145	3741	57.337612
chr5	171451490	171451588	.	.	3205	5255	60.989536
chr5	171776339	171776480	.	.	2898	5249	55.210518
chr5	172643747	172643918	.	.	1589	3376	47.067535
chr5	172683845	172683892	.	.	3923	7381	53.14998
chr5	172683933	172683963	.	.	1771	3693	47.95559
chr5	172683973	172683989	.	.	2189	4584	47.753056
chr5	172684037	172684054	.	.	2162	4626	46.73584
chr5	172684354	172684523	.	.	5601	11031	50.775085
chr5	172700667	172700754	.	.	2618	4696	55.749573
chr5	173203089	173203174	.	.	1765	3655	48.290016
chr5	173298626	173298790	.	.	2070	3553	58.260624
chr5	173320482	173320659	.	.	2022	3590	56.323116
chr5	173491161	173491290	.	.	2309	4127	55.94863
chr5	174064250	174064314	.	.	2395	4232	56.592625
chr5	176061461	176061620	.	.	5823	11839	49.1849
chr5	176726144	176726214	.	.	1683	3057	55.053974
chr5	176789632	176789689	.	.	2451	4441	55.19027
chr5	176789931	176790187	.	.	3416	6028	56.668877
chr5	176793404	176793506	.	.	2079	3658	56.834335
chr5	176845271	176845354	.	.	2081	3844	54.13632
chr5	176847081	176847137	.	.	1895	3552	53.350227
chr5	177307832	177307857	.	.	2066	3743	55.19637
chr5	177324046	177324122	.	.	2097	4258	49.248474
chr5	177370899	177370973	.	.	2684	5540	48.447655
chr5	177371125	177371208	.	.	1816	3290	55.197567
chr5	177389943	177390094	.	.	2011	3462	58.087807
chr5	177400359	177400421	.	.	3015	5205	57.925068
chr5	177400518	177400539	.	.	1996	3547	56.272907
chr5	177609834	177609936	.	.	1970	3538	55.681175
chr5	177782221	177782372	.	.	1492	2588	57.650696
chr5	177782383	177782492	.	.	3841	6735	57.03044
chr5	177978801	177979136	.	.	2334	4300	54.27907
chr5	177985935	177985984	.	.	1917	3521	54.44476
chr5	178165654	178165679	.	.	2269	3849	58.95038
chr5	178249046	178249433	.	.	4003	6830	58.60908
chr5	178334278	178334524	.	.	4012	6843	58.629257
chr5	178384304	178384412	.	.	1974	3376	58.471565
chr5	178478085	178478337	.	.	1802	3374	53.40842
chr5	178526893	178527040	.	.	2247	4160	54.01442
chr5	178536201	178536263	.	.	2011	3693	54.454376
chr5	178545488	178545680	.	.	2135	3520	60.653408
chr5	178667856	178668003	.	.	2143	4047	52.9528
chr5	178994231	178994286	.	.	1506	3176	47.418137
chr5	179023240	179023297	.	.	1936	3625	53.406895
chr5	179167579	179167636	.	.	2514	4166	60.345657
chr5	179529689	179529837	.	.	2318	4134	56.0716
chr5	179805558	179805618	.	.	1952	3971	49.156384
chr5	179906432	179906527	.	.	3247	5673	57.236027
chr5	180086093	180086267	.	.	1967	4046	48.615917
chr5	180618805	180618824	.	.	2144	3274	65.48564
chr5	180618871	180619274	.	.	22508	42196	53.34155
chr5	180619303	180619503	.	.	5718	11182	51.135754
chr5	180658822	180658841	.	.	1862	3422	54.41262
chr5	181070688	181070746	.	.	2091	3439	60.802563
chr5	181085255	181085450	.	.	2210	4008	55.13972
chr5	181129440	181129757	.	.	2030	3925	51.71974
chr5	181160511	181160553	.	.	2144	3437	62.379982
chr5	181183053	181183133	.	.	4482	8610	52.055748
chr5	181221302	181221475	.	.	2654	4383	60.55213
chr5	181221569	181221681	.	.	1865	3494	53.377216
chr5	181221718	181221792	.	.	2256	3689	61.15478
chr5	181224656	181224776	.	.	2459	5179	47.48021
chr5	181273360	181273396	.	.	2254	3800	59.31579
chr5	181441574	181441594	.	.	2825	5677	49.7622
chr5	181441609	181441653	.	.	3214	6692	48.027496
chr5	181441835	181441952	.	.	5018	9695	51.75864
chr6	255811	255922	.	.	1945	3567	54.52762
chr6	564608	564728	.	.	1977	3318	59.584087
chr6	861920	862342	.	.	2706	5158	52.462196
chr6	862535	863312	.	.	3949	8154	48.430218
chr6	1376873	1377295	.	.	2132	4282	49.789818
chr6	1524338	1524480	.	.	3435	5995	57.29775
chr6	1603841	1603922	.	.	1937	3479	55.676918
chr6	1615558	1615585	.	.	1618	3318	48.764317
chr6	2902229	2902287	.	.	2433	4670	52.0985
chr6	2940364	2940468	.	.	2868	5228	54.85845
chr6	2940616	2940762	.	.	4136	8386	49.320297
chr6	2952725	2952900	.	.	2550	5113	49.87287
chr6	2952973	2953029	.	.	3236	5867	55.155956
chr6	3019578	3019704	.	.	1885	3676	51.27856
chr6	3455265	3455305	.	.	1957	3615	54.135548
chr6	3848927	3849872	.	.	27173	50966	53.315937
chr6	3849975	3850037	.	.	2387	3890	61.36247
chr6	4603202	4603412	.	.	2556	4607	55.48079
chr6	5302819	5303074	.	.	2029	3670	55.286102
chr6	5891960	5892006	.	.	2063	4471	46.141804
chr6	5892089	5892131	.	.	2402	4987	48.16523
chr6	5892160	5892283	.	.	4552	9446	48.18971
chr6	5892343	5892395	.	.	2191	4438	49.369083
chr6	6684590	6685198	.	.	3361	6032	55.719494
chr6	6687074	6687221	.	.	2207	3613	61.084972
chr6	6794395	6794476	.	.	2314	4319	53.577213
chr6	6894488	6894683	.	.	3286	6157	53.370148
chr6	6927977	6928065	.	.	1860	3373	55.14379
chr6	7150631	7150833	.	.	1989	3733	53.281548
chr6	7692108	7692247	.	.	2355	3772	62.43372
chr6	7692376	7692610	.	.	2007	3681	54.52323
chr6	9025200	9025406	.	.	3960	6845	57.852448
chr6	9025614	9025874	.	.	2107	3763	55.99256
chr6	10098993	10099213	.	.	4515	7370	61.261875
chr6	10466437	10466504	.	.	2301	3848	59.7973
chr6	10505586	10505722	.	.	2141	3881	55.1662
chr6	10529798	10529940	.	.	2518	4571	55.086414
chr6	10889705	10889747	.	.	2280	3703	61.5717
chr6	11044630	11044647	.	.	2250	3898	57.72191
chr6	11154055	11154586	.	.	8767	14979	58.528606
chr6	11598808	11598909	.	.	1758	3748	46.905018
chr6	13860469	13860503	.	.	2667	4325	61.66474
chr6	14110242	14110335	.	.	1970	3465	56.854256
chr6	14919365	14919593	.	.	1945	3769	51.6052
chr6	15017420	15017466	.	.	1760	3210	54.828663
chr6	15356883	15357189	.	.	1960	3451	56.79513
chr6	15357796	15358068	.	.	2004	3595	55.744087
chr6	15504582	15504685	.	.	2308	4543	50.803436
chr6	17167560	17167738	.	.	2085	3880	53.737114
chr6	17219204	17219358	.	.	1827	3658	49.945324
chr6	17580170	17580224	.	.	2169	3666	59.165306
chr6	17580243	17580296	.	.	1842	3856	47.76971
chr6	18019923	18019997	.	.	2331	4259	54.73116
chr6	24949128	24949406	.	.	2037	3466	58.77092
chr6	25166478	25167038	.	.	2276	4208	54.087456
chr6	25180504	25181171	.	.	1982	3934	50.38129
chr6	25732517	25732574	.	.	2482	4562	54.405964
chr6	25882106	25882174	.	.	2709	5303	51.084293
chr6	26017252	26017334	.	.	2156	3707	58.16024
chr6	26042923	26043035	.	.	2982	4784	62.33277
chr6	26284027	26284168	.	.	2081	3761	55.331028
chr6	26476966	26477411	.	.	1723	3417	50.42435
chr6	27187780	27187865	.	.	1897	3248	58.405174
chr6	27229943	27230165	.	.	6026	11430	52.72091
chr6	27286993	27287237	.	.	1777	3289	54.028584
chr6	27302188	27302235	.	.	2248	3696	60.82251
chr6	27303235	27303263	.	.	2183	4112	53.088524
chr6	27473920	27473963	.	.	2780	4630	60.043198
chr6	27496202	27496295	.	.	2092	3449	60.65526
chr6	27544233	27544250	.	.	1948	3610	53.961216
chr6	27555653	27555826	.	.	4632	8696	53.26587
chr6	27561340	27561452	.	.	1943	3817	50.90385
chr6	27653134	27653183	.	.	2329	4502	51.732563
chr6	27653241	27653318	.	.	2487	4421	56.254242
chr6	27653392	27653434	.	.	1958	3683	53.16318
chr6	27653498	27653536	.	.	2337	4390	53.234627
chr6	27653615	27653670	.	.	2359	4436	53.178535
chr6	27721838	27722083	.	.	2302	3875	59.406452
chr6	27826671	27826742	.	.	3090	4908	62.95844
chr6	27827016	27827066	.	.	3676	6390	57.527386
chr6	27827151	27827202	.	.	2490	4799	51.885807
chr6	27827256	27827292	.	.	2025	3939	51.40899
chr6	27827328	27827374	.	.	2246	3715	60.457603
chr6	28478677	28478813	.	.	2909	5166	56.310493
chr6	28491553	28491623	.	.	1911	3429	55.730534
chr6	28633522	28633642	.	.	3841	6972	55.091797
chr6	28695756	28695803	.	.	1700	3355	50.670643
chr6	28730537	28730682	.	.	1891	3644	51.893528
chr6	28739401	28739448	.	.	2460	5155	47.720657
chr6	28770927	28771412	.	.	2510	4447	56.442547
chr6	28808949	28808962	.	.	1755	3260	53.834354
chr6	28823583	28823613	.	.	1951	3577	54.54291
chr6	28823799	28823870	.	.	2779	5242	53.01412
chr6	28836969	28836986	.	.	2273	4314	52.68892
chr6	28885109	28885189	.	.	4208	8628	48.771442
chr6	28885294	28885358	.	.	3809	7938	47.98438
chr6	28986056	28986158	.	.	2093	3844	54.44849
chr6	29015201	29015280	.	.	3769	6398	58.909035
chr6	29681140	29681174	.	.	3208	5388	59.53972
chr6	29717944	29718032	.	.	409	724	56.491714
chr6	29828672	29828717	.	.	2101	3745	56.10147
chr6	29864218	29864252	.	.	2006	3580	56.033524
chr6	29925714	29926049	.	.	2816	4844	58.133774
chr6	29926082	29926198	.	.	1681	2978	56.44728
chr6	30111484	30111648	.	.	3695	6751	54.73263
chr6	30127450	30127488	.	.	2797	4999	55.95119
chr6	30329604	30329850	.	.	2966	6173	48.04795
chr6	30681032	30681620	.	.	3086	5819	53.03317
chr6	30808418	30808450	.	.	1975	3599	54.876358
chr6	30886190	30886310	.	.	1958	3362	58.239143
chr6	31001448	31001560	.	.	3348	5913	56.621002
chr6	31180498	31180971	.	.	14459	23187	62.35822
chr6	31307940	31308014	.	.	1843	3528	52.239227
chr6	31354570	31355137	.	.	1946	3552	54.786037
chr6	31571957	31572196	.	.	1924	3272	58.801956
chr6	31572273	31572392	.	.	2979	4639	64.21642
chr6	31683082	31683209	.	.	3299	6566	50.243683
chr6	31683242	31683395	.	.	3288	6550	50.19847
chr6	31812748	31812862	.	.	1972	3331	59.201443
chr6	31817177	31817241	.	.	3035	5406	56.141323
chr6	32008230	32008282	.	.	2022	3407	59.3484
chr6	32095996	32096106	.	.	2824	5489	51.448353
chr6	32459539	32459951	.	.	3832	6311	60.719376
chr6	32459960	32460109	.	.	5011	8105	61.82603
chr6	32460207	32460285	.	.	2125	3693	57.541294
chr6	32761767	32761813	.	.	2623	4395	59.681458
chr6	32879721	32879753	.	.	2106	3430	61.399418
chr6	32879807	32879837	.	.	2031	3599	56.432343
chr6	33029839	33030087	.	.	2118	3477	60.91458
chr6	33070988	33071637	.	.	1681	3255	51.643627
chr6	33585000	33585133	.	.	1850	3527	52.45251
chr6	34514653	34514716	.	.	3052	5709	53.459446
chr6	35371545	35371784	.	.	2017	3604	55.965595
chr6	35484696	35485074	.	.	2199	3605	60.99861
chr6	35496384	35496401	.	.	1971	3178	62.02014
chr6	36024796	36024908	.	.	2154	3615	59.585064
chr6	36276577	36276749	.	.	1906	3199	59.58112
chr6	36363325	36363381	.	.	2485	5008	49.62061
chr6	36597174	36597325	.	.	2917	5280	55.24621
chr6	36699471	36699547	.	.	1902	3223	59.013344
chr6	36782780	36783015	.	.	2047	3394	60.312317
chr6	37007347	37007553	.	.	1760	3393	51.871502
chr6	37056469	37056521	.	.	1780	3481	51.134727
chr6	37175934	37176074	.	.	2310	4356	53.0303
chr6	37503036	37503449	.	.	2252	4295	52.43306
chr6	39086318	39086519	.	.	2357	4336	54.358856
chr6	39342144	39342190	.	.	2006	3455	58.060783
chr6	40438418	40438757	.	.	1866	3484	53.559124
chr6	41872363	41872379	.	.	1654	3162	52.308666
chr6	42041843	42042493	.	.	7617	12261	62.123806
chr6	42051360	42051490	.	.	2758	4458	61.866306
chr6	42390678	42390878	.	.	2300	3649	63.03097
chr6	42554286	42554401	.	.	3386	6990	48.440628
chr6	43673009	43673176	.	.	2765	4821	57.353245
chr6	44218884	44218949	.	.	1751	3418	51.22879
chr6	44234167	44234962	.	.	2027	3593	56.415253
chr6	44275656	44275700	.	.	1963	3427	57.280422
chr6	44275721	44275743	.	.	1762	3302	53.3616
chr6	44276508	44276593	.	.	3695	6615	55.857895
chr6	46492448	46492618	.	.	2439	4482	54.41767
chr6	47377055	47377246	.	.	3078	5080	60.590553
chr6	49515662	49515749	.	.	2274	3859	58.927185
chr6	50704936	50705439	.	.	1864	3609	51.64866
chr6	51875004	51875067	.	.	1343	2305	58.264645
chr6	52994164	52994335	.	.	3918	7883	49.70189
chr6	57817115	57817983	.	.	1403	2808	49.964386
chr6	59679172	59679342	.	.	6	11	54.545456
chr6	63613037	63613052	.	.	3212	5690	56.449913
chr6	68040249	68040459	.	.	3637	6527	55.722385
chr6	68312653	68314404	.	.	2106	3586	58.72839
chr6	69600969	69601186	.	.	2542	4484	56.690453
chr6	69601281	69601321	.	.	2460	4670	52.67666
chr6	73348905	73348963	.	.	2955	5436	54.359825
chr6	73349050	73349061	.	.	1952	3617	53.967373
chr6	73354323	73354352	.	.	2090	3799	55.01448
chr6	77368824	77368952	.	.	2265	5020	45.119522
chr6	87122619	87122731	.	.	6729	11525	58.386116
chr6	87152762	87152885	.	.	2946	5424	54.31416
chr6	88047583	88047640	.	.	2662	4441	59.941452
chr6	88047724	88047758	.	.	2634	4399	59.877247
chr6	88047777	88047806	.	.	2635	4486	58.738297
chr6	88047884	88047922	.	.	2229	3671	60.71915
chr6	88047988	88048046	.	.	3566	5959	59.842255
chr6	90274482	90274730	.	.	3699	6477	57.10977
chr6	92847591	92848409	.	.	2176	3577	60.833103
chr6	96925418	96925618	.	.	2107	3958	53.233955
chr6	102937066	102937822	.	.	2112	3532	59.79615
chr6	103332274	103332489	.	.	2904	5126	56.652363
chr6	103332501	103333012	.	.	6190	11485	53.896385
chr6	106098810	106098928	.	.	2696	5131	52.543365
chr6	107460422	107460511	.	.	1946	3431	56.71816
chr6	107491867	107492087	.	.	2508	4368	57.417583
chr6	108562554	108562628	.	.	2409	4332	55.609417
chr6	109236690	109236756	.	.	2253	4045	55.698395
chr6	110000227	110000492	.	.	2903	5181	56.031654
chr6	110399550	110399636	.	.	2391	3906	61.213516
chr6	110399888	110399984	.	.	3865	6180	62.540455
chr6	110400027	110400190	.	.	4418	6898	64.047554
chr6	111615325	111615452	.	.	2711	4445	60.989876
chr6	112367043	112367109	.	.	2184	4243	51.473015
chr6	112367130	112367156	.	.	1758	3604	48.779133
chr6	112367172	112367215	.	.	2288	4217	54.256584
chr6	112367312	112367369	.	.	2044	4195	48.72467
chr6	112367464	112367555	.	.	4114	7284	56.479954
chr6	113859815	113859831	.	.	1669	3582	46.59408
chr6	113859903	113859945	.	.	3843	6513	59.00507
chr6	114194335	114194909	.	.	2119	3518	60.233086
chr6	115545511	115545609	.	.	2307	3852	59.89097
chr6	117072881	117074086	.	.	1921	3195	60.125195
chr6	128491740	128491892	.	.	3145	5634	55.821793
chr6	128950444	128951866	.	.	2277	3629	62.744556
chr6	129172833	129173034	.	.	6192	11185	55.35986
chr6	129173060	129173144	.	.	2878	4591	62.687866
chr6	134115384	134115436	.	.	2868	4988	57.497997
chr6	134115528	134115623	.	.	7231	12504	57.829494
chr6	134630592	134630765	.	.	1906	3563	53.494244
chr6	135102976	135103523	.	.	2073	3474	59.67185
chr6	135262563	135262695	.	.	1878	3432	54.720284
chr6	136924001	136924041	.	.	2833	5112	55.41862
chr6	138691973	138692012	.	.	1960	3624	54.083885
chr6	139697275	139697484	.	.	4881	9032	54.041187
chr6	142913141	142913638	.	.	2553	4339	58.838444
chr6	144007081	144008709	.	.	55706	105456	52.823925
chr6	148781162	148781310	.	.	2319	3874	59.86061
chr6	148972430	148972836	.	.	6488	12152	53.39039
chr6	149485365	149485608	.	.	3068	6006	51.082253
chr6	149719009	149719071	.	.	3192	5921	53.909813
chr6	149985794	149986352	.	.	2520	4932	51.09489
chr6	149986387	149986644	.	.	2950	5312	55.534637
chr6	150238895	150239179	.	.	1803	3300	54.636364
chr6	150264128	150264173	.	.	2047	4327	47.307606
chr6	151808908	151809167	.	.	5289	9461	55.903183
chr6	151917711	151917906	.	.	1845	3484	52.95637
chr6	155248483	155248628	.	.	1993	3354	59.421585
chr6	156618917	156619269	.	.	2623	4441	59.063274
chr6	156719579	156719716	.	.	2223	3651	60.887424
chr6	156807097	156807269	.	.	1935	3348	57.795696
chr6	157510758	157510883	.	.	2607	5447	47.861206
chr6	157962972	157963048	.	.	2650	4545	58.30583
chr6	158047178	158047235	.	.	2063	3467	59.503895
chr6	158083000	158083057	.	.	2518	4512	55.80674
chr6	158938921	158938976	.	.	2259	3930	57.480915
chr6	158939102	158939191	.	.	2683	4710	56.96391
chr6	160005591	160006439	.	.	28581	48969	58.365494
chr6	161444694	161444712	.	.	1804	3926	45.950077
chr6	162184595	162184702	.	.	2326	4593	50.64228
chr6	163149234	163149278	.	.	2580	5407	47.715923
chr6	163149313	163149489	.	.	4738	8567	55.305244
chr6	164085828	164085984	.	.	1838	3530	52.06799
chr6	164967251	164967371	.	.	2371	4316	54.935127
chr6	165626609	165626759	.	.	1995	3679	54.226692
chr6	165854930	165855061	.	.	1865	3520	52.982956
chr6	166005268	166005469	.	.	3101	5423	57.182373
chr6	166460911	166460997	.	.	1683	3467	48.543407
chr6	166583366	166583528	.	.	2136	3724	57.35768
chr6	166682052	166682339	.	.	1750	3442	50.842537
chr6	166750619	166750720	.	.	1764	3251	54.26023
chr6	167137301	167137339	.	.	1757	3445	51.001453
chr6	167170006	167170046	.	.	1990	3083	64.54752
chr6	167401820	167402003	.	.	2633	4897	53.767616
chr6	167705319	167705361	.	.	2169	3671	59.08472
chr6	167795414	167795467	.	.	1785	3555	50.21097
chr6	167997213	167997388	.	.	3033	5174	58.620026
chr6	168035182	168035243	.	.	2877	5664	50.794495
chr6	168035755	168035864	.	.	2447	4398	55.638927
chr6	168133583	168133835	.	.	2023	3639	55.592197
chr6	168168715	168168975	.	.	3862	6484	59.561996
chr6	168216394	168216790	.	.	2121	3839	55.24876
chr6	168216846	168217019	.	.	2357	4900	48.102043
chr6	168326988	168327132	.	.	2057	3514	58.53728
chr6	169654545	169655427	.	.	21969	39265	55.950592
chr6	169803486	169803877	.	.	2066	3880	53.24742
chr6	169868351	169868608	.	.	3436	6648	51.68472
chr6	170087773	170087832	.	.	1834	3752	48.880596
chr6	170137544	170137587	.	.	1570	3073	51.090137
chr6	170286724	170286763	.	.	1759	3228	54.491943
chr6	170286795	170287026	.	.	5236	9193	56.95638
chr6	170376734	170376951	.	.	4462	7435	60.01345
chr6	170423063	170423102	.	.	2241	3743	59.87176
chr6	170423128	170423274	.	.	5640	10147	55.582928
chr6	170717287	170717391	.	.	2365	4521	52.31144
chr6	170717566	170717690	.	.	1621	2844	56.997185
chr7	30863	31260	.	.	7054	12943	54.500504
chr7	31281	31350	.	.	3113	6529	47.67958
chr7	31380	31513	.	.	5064	9115	55.556774
chr7	213713	213814	.	.	2559	4542	56.34082
chr7	376099	376145	.	.	1819	3220	56.490685
chr7	471890	471984	.	.	1656	3128	52.941177
chr7	516200	516306	.	.	1620	3071	52.75155
chr7	543347	543463	.	.	2761	4940	55.890686
chr7	602618	602660	.	.	1859	3496	53.175056
chr7	774562	774625	.	.	2076	3642	57.00165
chr7	815344	815399	.	.	2373	4266	55.62588
chr7	836066	836117	.	.	2364	4074	58.026512
chr7	907560	907625	.	.	1762	3131	56.27595
chr7	925042	925125	.	.	1981	3621	54.70864
chr7	993836	993983	.	.	2364	4639	50.95926
chr7	1029929	1030057	.	.	2208	4044	54.599403
chr7	1059691	1059744	.	.	1706	3269	52.18721
chr7	1211206	1211260	.	.	2681	4811	55.726463
chr7	1255552	1255779	.	.	3050	5119	59.581947
chr7	1297553	1297623	.	.	1892	3553	53.25077
chr7	1386170	1386213	.	.	2275	4226	53.833412
chr7	1516341	1516386	.	.	2194	3703	59.24926
chr7	1558397	1558472	.	.	3071	5143	59.71223
chr7	1564925	1564984	.	.	2948	4965	59.375633
chr7	1663377	1663514	.	.	1966	3756	52.342915
chr7	1742345	1742519	.	.	3508	6924	50.664352
chr7	1844172	1844240	.	.	1701	2969	57.29202
chr7	1846813	1846934	.	.	1782	3205	55.600624
chr7	1881670	1881787	.	.	1773	3295	53.808804
chr7	2037608	2037710	.	.	2327	4110	56.618004
chr7	2077039	2077099	.	.	2043	4182	48.852222
chr7	2107119	2107451	.	.	5634	9465	59.524567
chr7	2115692	2115789	.	.	2002	3595	55.688457
chr7	2202507	2202556	.	.	1843	3486	52.868618
chr7	2450428	2450697	.	.	4462	8048	55.442345
chr7	2466788	2466916	.	.	3090	5837	52.938152
chr7	2607170	2607372	.	.	3371	6089	55.36213
chr7	2641765	2641846	.	.	2344	4654	50.365276
chr7	2665454	2665503	.	.	2355	4060	58.00493
chr7	2717981	2718075	.	.	2462	4786	51.441704
chr7	2736598	2736661	.	.	2118	3762	56.299843
chr7	2762653	2762760	.	.	2575	4380	58.789955
chr7	2825964	2826106	.	.	2132	3893	54.76496
chr7	2834945	2834986	.	.	1635	3116	52.47112
chr7	2862887	2862959	.	.	2024	3617	55.957977
chr7	3028354	3028624	.	.	2252	3931	57.288223
chr7	3299926	3300079	.	.	2108	3681	57.267044
chr7	3353873	3354023	.	.	1873	3648	51.3432
chr7	3661801	3662034	.	.	1980	3312	59.782608
chr7	3995389	3995625	.	.	2048	3637	56.310146
chr7	4416326	4416488	.	.	2161	3793	56.973373
chr7	4707127	4707241	.	.	2873	5328	53.922672
chr7	4809720	4809807	.	.	3134	5468	57.31529
chr7	5072925	5073045	.	.	4292	7869	54.543144
chr7	5144125	5144250	.	.	2125	3928	54.098778
chr7	5144438	5144503	.	.	2232	5014	44.515358
chr7	5144588	5144757	.	.	2247	4737	47.435085
chr7	5249122	5249223	.	.	2133	3632	58.727974
chr7	5441685	5441856	.	.	2373	4198	56.526917
chr7	5477659	5477874	.	.	2207	3977	55.494095
chr7	6030222	6030288	.	.	1986	3535	56.18105
chr7	6729186	6729251	.	.	2223	3972	55.966766
chr7	11791651	11791859	.	.	2111	3637	58.042343
chr7	12555290	12555396	.	.	2038	3842	53.04529
chr7	16850839	16850980	.	.	3292	6110	53.878887
chr7	16851061	16851255	.	.	6551	13191	49.66265
chr7	17408620	17408725	.	.	1709	3454	49.478867
chr7	20396058	20396220	.	.	3097	5315	58.269047
chr7	20700979	20701058	.	.	2149	3791	56.68689
chr7	22147272	22147463	.	.	2616	4384	59.67153
chr7	23347146	23347653	.	.	2149	3872	55.50103
chr7	23490920	23490973	.	.	2248	5044	44.567802
chr7	23491013	23491137	.	.	2879	5808	49.569557
chr7	24715710	24715937	.	.	1964	3640	53.956043
chr7	25454718	25455008	.	.	2013	3644	55.241497
chr7	25569063	25569128	.	.	2065	3760	54.920216
chr7	25866472	25866999	.	.	3747	6534	57.346188
chr7	26278170	26278248	.	.	2316	3814	60.72365
chr7	26278321	26278360	.	.	2112	3610	58.50415
chr7	27094674	27094750	.	.	2389	4586	52.093327
chr7	27099196	27099267	.	.	2236	4349	51.41412
chr7	27103761	27103803	.	.	3082	5168	59.636223
chr7	27130156	27130418	.	.	14680	25827	56.83974
chr7	27130438	27130572	.	.	8248	16177	50.98597
chr7	27179658	27179717	.	.	3056	6057	50.45402
chr7	30585440	30585560	.	.	2108	3824	55.125523
chr7	32493880	32493976	.	.	2080	3924	53.007137
chr7	32905962	32906053	.	.	3484	6331	55.0308
chr7	34906340	34906403	.	.	1960	4289	45.698296
chr7	35455197	35455224	.	.	1643	3365	48.826153
chr7	35967519	35967625	.	.	5729	10650	53.793423
chr7	35967804	35967853	.	.	2479	4949	50.090927
chr7	35967950	35968068	.	.	2918	4937	59.104717
chr7	36183316	36183435	.	.	2785	4605	60.47774
chr7	38300002	38300226	.	.	1617	3105	52.077293
chr7	38463523	38463886	.	.	2172	4168	52.11132
chr7	42095841	42096242	.	.	2678	4681	57.21
chr7	42235529	42235733	.	.	2269	3823	59.351295
chr7	42857481	42857535	.	.	3034	5431	55.864483
chr7	44065154	44065180	.	.	1820	3316	54.885406
chr7	44103782	44103914	.	.	2100	3653	57.487
chr7	44124352	44124386	.	.	2183	3902	55.94567
chr7	44566305	44566497	.	.	2424	4111	58.963757
chr7	44963163	44963229	.	.	1878	3173	59.18689
chr7	45622741	45622983	.	.	2142	4487	47.737907
chr7	45938801	45938842	.	.	2358	4437	53.144012
chr7	47053109	47053138	.	.	2121	3809	55.683907
chr7	47680431	47680542	.	.	3400	5875	57.872345
chr7	48847941	48847989	.	.	2526	4881	51.75169
chr7	48848060	48848093	.	.	1610	3363	47.873924
chr7	48848124	48848138	.	.	2001	4130	48.450363
chr7	48848155	48848187	.	.	2019	4214	47.91172
chr7	49580185	49580290	.	.	3169	5496	57.660114
chr7	50350210	50350653	.	.	3880	6690	57.997013
chr7	50745378	50745656	.	.	2394	4624	51.773357
chr7	50782012	50782133	.	.	5267	10064	52.335052
chr7	50782212	50783227	.	.	49578	96426	51.415592
chr7	51606983	51607164	.	.	3107	5854	53.074818
chr7	51647677	51648065	.	.	2911	5398	53.92738
chr7	52273840	52273885	.	.	2277	3847	59.18898
chr7	55004530	55004625	.	.	3921	6554	59.826057
chr7	55005269	55005455	.	.	6829	11541	59.171646
chr7	55005540	55005603	.	.	2272	3743	60.699974
chr7	55156815	55157039	.	.	2060	3720	55.376347
chr7	55309202	55309468	.	.	3004	5496	54.65793
chr7	55345104	55345142	.	.	3454	5821	59.336884
chr7	55345176	55345234	.	.	3594	6533	55.013012
chr7	56174448	56174543	.	.	2148	3576	60.067112
chr7	56174552	56174756	.	.	3326	6537	50.87961
chr7	56483001	56483224	.	.	2056	3727	55.165012
chr7	56483595	56483759	.	.	2081	3734	55.731117
chr7	56508814	56509718	.	.	1954	3545	55.11989
chr7	57203474	57203510	.	.	2013	3439	58.534454
chr7	57203945	57204075	.	.	2451	4399	55.717205
chr7	57404386	57404507	.	.	2163	4088	52.91096
chr7	57424437	57424465	.	.	2461	4498	54.713207
chr7	57424757	57424781	.	.	1845	3550	51.97183
chr7	57869412	57869438	.	.	1693	3255	52.012287
chr7	57976766	57977400	.	.	2362	3951	59.782333
chr7	60956555	60956616	.	.	2111	3708	56.930958
chr7	60957003	60957094	.	.	2568	4502	57.041317
chr7	60963327	60963404	.	.	1799	3254	55.2858
chr7	60992141	60992184	.	.	2784	4856	57.33114
chr7	60992442	60992484	.	.	2962	5109	57.97612
chr7	61828268	61828807	.	.	3046	5075	60.019703
chr7	61854026	61855876	.	.	1829	3699	49.445797
chr7	62410531	62410992	.	.	1845	3013	61.234646
chr7	62704241	62705509	.	.	3598	6314	56.984478
chr7	62719388	62720440	.	.	2323	4250	54.658825
chr7	62906633	62907331	.	.	1266	2276	55.6239
